name_en,name_jp,location,address,lat,lng,opening_hours_Monday,opening_hours_Tuesday,opening_hours_Wednesday,opening_hours_Thursday,opening_hours_Friday,opening_hours_Saturday,opening_hours_Sunday,closing_days,hours_source_url,hours_acquisition_date,annual_visitors,visitor_year,visitor_source_url,visitor_acquisition_date,visitor_remarks,google_maps_reviews,google_maps_rating,tripadvisor_reviews,tripadvisor_rating,twitter_hashtags,tabelog_reviews,tabelog_rating,positive_keywords,negative_keywords,main_highlights,last_updated_date
Okinawa Attraction 74,沖縄の観光地 74,Various Locations,"Address 74, Okinawa",26.74,127.74,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,Closed on public holidays,https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,No official statistics published,675,4.2,2046,4.7,750,498,3.2,"価値, 疲れる, 癒される, 魅力的, 充実","混雑, 分かりにくい, 高い, 不安, 狭い",Popular Okinawa attraction known for its 価値 atmosphere and 疲れる unique experiences.,2025-04-22
Okinawa Attraction 75,沖縄の観光地 75,Various Locations,"Address 75, Okinawa",26.75,127.75,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,Closed on the first Monday of each month,https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,Data not publicly available,1389,3.6,1439,4.3,1461,0,0.0,"活気, 綺麗, フレンドリー, 満足, 良い","悪い, 不十分, 清潔, 交通, のどか",Popular Okinawa attraction known for its 活気 atmosphere and 綺麗 unique experiences.,2025-04-22
Okinawa Attraction 76,沖縄の観光地 76,Various Locations,"Address 76, Okinawa",26.76,127.76,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,Closed on the first Monday of each month,https://www.visitokinawa.jp/,2025-04-22,131020,2023,https://www.visitokinawa.jp/,2025-04-22,,4010,3.6,1794,3.7,767,237,3.1,"素晴らしい, 美しい, 最高, 楽しい, 綺麗","暑い, 観光客, 湿気, 汚い, 迷う",Popular Okinawa attraction known for its 素晴らしい atmosphere and 美しい unique experiences.,2025-04-22
Okinawa Attraction 77,沖縄の観光地 77,Various Locations,"Address 77, Okinawa",26.77,127.77,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,Closed on the first Monday of each month,https://www.visitokinawa.jp/,2025-04-22,448891,2023,https://www.visitokinawa.jp/,2025-04-22,,172,4.1,1387,4.5,916,246,4.4,"湿気, 行列, 価値, 暑い, 優れた","残念, 混雑, 高い, 不便, 騒がしい",Popular Okinawa attraction known for its 湿気 atmosphere and 行列 unique experiences.,2025-04-22
Okinawa Attraction 78,沖縄の観光地 78,Various Locations,"Address 78, Okinawa",26.78,127.78,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,Open year-round,https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,No official statistics published,1629,4.7,648,4.1,1823,611,3.9,"快適, 豊か, 癒される, 不調, 親切","景色, 迷う, 静か, 行列, 不満",Popular Okinawa attraction known for its 快適 atmosphere and 豊か unique experiences.,2025-04-22
Okinawa Attraction 79,沖縄の観光地 79,Various Locations,"Address 79, Okinawa",26.79,127.79,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,Closed on Mondays,https://www.visitokinawa.jp/,2025-04-22,171857,2023,https://www.visitokinawa.jp/,2025-04-22,,2375,3.6,2994,3.5,467,167,3.8,"素晴らしい, 美しい, 最高, 楽しい, 綺麗","退屈, 楽しい, 期待外れ, 閉鎖, 悪い",Popular Okinawa attraction known for its 素晴らしい atmosphere and 美しい unique experiences.,2025-04-22
Okinawa Attraction 80,沖縄の観光地 80,Various Locations,"Address 80, Okinawa",26.8,127.8,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,Closed during typhoon season (check official website),https://www.visitokinawa.jp/,2025-04-22,447744,2023,https://www.visitokinawa.jp/,2025-04-22,,1731,4.1,891,4.7,1634,32,4.7,"観光客, 良い, 眺め, 豊か, 退屈","残念, 混雑, 高い, 不便, 騒がしい",Popular Okinawa attraction known for its 観光客 atmosphere and 良い unique experiences.,2025-04-22
Okinawa Attraction 81,沖縄の観光地 81,Various Locations,"Address 81, Okinawa",26.81,127.81,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,Closed during typhoon season (check official website),https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,Information restricted for conservation reasons,1774,4.4,2228,4.5,880,564,3.1,"歴史的, 新鮮, 素晴らしい, 景色, フレンドリー","リラックス, 狭い, 雨, 不調, 古い",Popular Okinawa attraction known for its 歴史的 atmosphere and 新鮮 unique experiences.,2025-04-22
Okinawa Attraction 82,沖縄の観光地 82,Various Locations,"Address 82, Okinawa",26.82,127.82,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,Closed on the first Monday of each month,https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,Information restricted for conservation reasons,2325,4.1,2680,3.6,1748,137,4.4,"景色, 雰囲気, 混雑, のどか, 思い出","不満, 待ち時間, 雨, 自然, 分かりにくい",Popular Okinawa attraction known for its 景色 atmosphere and 雰囲気 unique experiences.,2025-04-22
Okinawa Attraction 83,沖縄の観光地 83,Various Locations,"Address 83, Okinawa",26.83,127.83,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,Closed on the first Monday of each month,https://www.visitokinawa.jp/,2025-04-22,390089,2023,https://www.visitokinawa.jp/,2025-04-22,,4403,4.7,1270,3.9,1711,759,3.3,"満足, 体験, 混雑, 便利, 清潔","残念, 待ち時間, 退屈, 分かりにくい, 汚い",Popular Okinawa attraction known for its 満足 atmosphere and 体験 unique experiences.,2025-04-22
Okinawa Attraction 84,沖縄の観光地 84,Various Locations,"Address 84, Okinawa",26.84,127.84,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,Closed for maintenance in February,https://www.visitokinawa.jp/,2025-04-22,130114,2023,https://www.visitokinawa.jp/,2025-04-22,,4598,4.0,602,4.7,151,0,0.0,"高い, フレンドリー, 体験, 活気, 豊か","悪い, 価値, 迷う, 待ち時間, 故障",Popular Okinawa attraction known for its 高い atmosphere and フレンドリー unique experiences.,2025-04-22
Okinawa Attraction 85,沖縄の観光地 85,Various Locations,"Address 85, Okinawa",26.85,127.85,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,Open year-round,https://www.visitokinawa.jp/,2025-04-22,396329,2023,https://www.visitokinawa.jp/,2025-04-22,,2377,4.4,2118,4.1,1846,0,0.0,"価値, 感動, 静か, 安全, 不調","壊れている, 工事中, 不便, 駐車場, 混雑",Popular Okinawa attraction known for its 価値 atmosphere and 感動 unique experiences.,2025-04-22
Okinawa Attraction 86,沖縄の観光地 86,Various Locations,"Address 86, Okinawa",26.86,127.86,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,Closed for maintenance in February,https://www.visitokinawa.jp/,2025-04-22,345403,2023,https://www.visitokinawa.jp/,2025-04-22,,1476,4.5,445,4.4,1463,722,3.3,"清潔, 思い出, 美しい, 工事中, 最高","危険, 充実, 観光客, 行列, 眺め",Popular Okinawa attraction known for its 清潔 atmosphere and 思い出 unique experiences.,2025-04-22
Okinawa Attraction 87,沖縄の観光地 87,Various Locations,"Address 87, Okinawa",26.87,127.87,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,Closed during typhoon season (check official website),https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,No official statistics published,1826,3.7,1705,4.7,852,387,3.7,"最高, 景色, 不調, 魅力的, 遠い","伝統的, 退屈, 故障, 自然, 行列",Popular Okinawa attraction known for its 最高 atmosphere and 景色 unique experiences.,2025-04-22
Okinawa Attraction 88,沖縄の観光地 88,Various Locations,"Address 88, Okinawa",26.88,127.88,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,Closed on Tuesdays,https://www.visitokinawa.jp/,2025-04-22,463555,2023,https://www.visitokinawa.jp/,2025-04-22,,3290,4.8,1809,3.5,1886,750,3.6,"最高, 充実, 清潔, リーズナブル, 価値","不明瞭, 高い, 不十分, 悪い, 分かりにくい",Popular Okinawa attraction known for its 最高 atmosphere and 充実 unique experiences.,2025-04-22
Okinawa Attraction 89,沖縄の観光地 89,Various Locations,"Address 89, Okinawa",26.89,127.89,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,Open year-round,https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,Information restricted for conservation reasons,4855,4.6,1607,4.0,349,300,3.3,"感動, 美味しい, 静か, 不便, リーズナブル","自然, 疲れる, 不満, 感動, 危険",Popular Okinawa attraction known for its 感動 atmosphere and 美味しい unique experiences.,2025-04-22
Okinawa Attraction 90,沖縄の観光地 90,Various Locations,"Address 90, Okinawa",26.9,127.9,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,Closed during typhoon season (check official website),https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,"Recently opened, no annual data available yet",3128,4.7,532,4.6,15,0,0.0,"最高, 良い, 美味しい, 贅沢, 不快","不親切, 観光客, 不調, 美しい, 狭い",Popular Okinawa attraction known for its 最高 atmosphere and 良い unique experiences.,2025-04-22
Okinawa Attraction 91,沖縄の観光地 91,Various Locations,"Address 91, Okinawa",26.91,127.91,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,Closed for maintenance in February,https://www.visitokinawa.jp/,2025-04-22,78202,2023,https://www.visitokinawa.jp/,2025-04-22,,2806,4.7,2241,4.2,535,73,3.3,"活気, 雨, 満足, 便利, 不快","湿気, 疲れる, 古い, 不足, 不安",Popular Okinawa attraction known for its 活気 atmosphere and 雨 unique experiences.,2025-04-22
Okinawa Attraction 92,沖縄の観光地 92,Various Locations,"Address 92, Okinawa",26.92,127.92,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,Closed for maintenance in February,https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,Facility does not track visitor numbers,1270,4.2,245,3.7,686,563,3.8,"のどか, 歴史的, 静か, 疲れる, 雰囲気","歴史的, 疲れる, 不満, 閉鎖, 駐車場",Popular Okinawa attraction known for its のどか atmosphere and 歴史的 unique experiences.,2025-04-22
Okinawa Attraction 93,沖縄の観光地 93,Various Locations,"Address 93, Okinawa",26.93,127.93,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,Closed for maintenance in February,https://www.visitokinawa.jp/,2025-04-22,418016,2023,https://www.visitokinawa.jp/,2025-04-22,,2474,3.8,521,4.4,1019,754,3.8,"親切, 眺め, 豊か, 快適, のどか","古い, 歴史的, のどか, 不安, 雨",Popular Okinawa attraction known for its 親切 atmosphere and 眺め unique experiences.,2025-04-22
Okinawa Attraction 94,沖縄の観光地 94,Various Locations,"Address 94, Okinawa",26.94,127.94,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,Closed on Mondays,https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,No official statistics published,3439,4.6,2352,4.6,1162,234,4.6,"文化的, 充実, 歴史的, 体験, 眺め","残念, 混雑, 高い, 不便, 騒がしい",Popular Okinawa attraction known for its 文化的 atmosphere and 充実 unique experiences.,2025-04-22
Okinawa Attraction 95,沖縄の観光地 95,Various Locations,"Address 95, Okinawa",26.95,127.95,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,Closed on public holidays,https://www.visitokinawa.jp/,2025-04-22,266025,2023,https://www.visitokinawa.jp/,2025-04-22,,645,4.1,2154,4.5,884,560,3.2,"歴史的, 楽しい, 伝統的, サービス, 交通","混雑, 遠い, 不親切, 汚い, 綺麗",Popular Okinawa attraction known for its 歴史的 atmosphere and 楽しい unique experiences.,2025-04-22
Okinawa Attraction 96,沖縄の観光地 96,Various Locations,"Address 96, Okinawa",26.96,127.96,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,Closed on Mondays,https://www.visitokinawa.jp/,2025-04-22,196879,2023,https://www.visitokinawa.jp/,2025-04-22,,375,3.6,1898,4.5,1987,10,4.7,"文化的, 美しい, おすすめ, 素晴らしい, リーズナブル","伝統的, 高い, 観光客, 狭い, 不足",Popular Okinawa attraction known for its 文化的 atmosphere and 美しい unique experiences.,2025-04-22
Okinawa Attraction 97,沖縄の観光地 97,Various Locations,"Address 97, Okinawa",26.97,127.97,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,Closed during typhoon season (check official website),https://www.visitokinawa.jp/,2025-04-22,457430,2023,https://www.visitokinawa.jp/,2025-04-22,,2930,4.7,615,3.5,186,130,4.4,"待ち時間, 美しい, 綺麗, 価値, 不足","駐車場, 不親切, 面倒, 不満, 行列",Popular Okinawa attraction known for its 待ち時間 atmosphere and 美しい unique experiences.,2025-04-22
Okinawa Attraction 98,沖縄の観光地 98,Various Locations,"Address 98, Okinawa",26.98,127.98,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,Open year-round,https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,Facility does not track visitor numbers,1454,4.1,518,3.9,1569,0,0.0,"安全, 雰囲気, 交通, 危険, 美しい","フレンドリー, 湿気, 不明瞭, 期待外れ, 不十分",Popular Okinawa attraction known for its 安全 atmosphere and 雰囲気 unique experiences.,2025-04-22
Okinawa Attraction 99,沖縄の観光地 99,Various Locations,"Address 99, Okinawa",26.99,127.99,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,Closed during typhoon season (check official website),https://www.visitokinawa.jp/,2025-04-22,253007,2023,https://www.visitokinawa.jp/,2025-04-22,,4535,3.9,2935,4.5,294,147,3.8,"リラックス, 親切, 魅力的, 不調, おすすめ","価値, 行列, 退屈, 快適, 伝統的",Popular Okinawa attraction known for its リラックス atmosphere and 親切 unique experiences.,2025-04-22
Okinawa Attraction 100,沖縄の観光地 100,Various Locations,"Address 100, Okinawa",27.0,128.0,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,Closed on public holidays,https://www.visitokinawa.jp/,2025-04-22,331215,2023,https://www.visitokinawa.jp/,2025-04-22,,2905,4.2,172,4.5,1967,0,0.0,"良い, 感動, 便利, リラックス, 新鮮","壊れている, 歴史的, 混雑, 遠い, 行列",Popular Okinawa attraction known for its 良い atmosphere and 感動 unique experiences.,2025-04-22
Okinawa Attraction 101,沖縄の観光地 101,Various Locations,"Address 101, Okinawa",27.01,128.01,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,Closed on the first Monday of each month,https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,Facility does not track visitor numbers,3280,3.8,1885,4.6,1506,0,0.0,"癒される, 快適, 思い出, 自然, 新鮮","疲れる, 行列, 不足, 親切, 狭い",Popular Okinawa attraction known for its 癒される atmosphere and 快適 unique experiences.,2025-04-22
Okinawa Attraction 102,沖縄の観光地 102,Various Locations,"Address 102, Okinawa",27.02,128.02,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,Open year-round,https://www.visitokinawa.jp/,2025-04-22,477631,2023,https://www.visitokinawa.jp/,2025-04-22,,480,4.4,147,4.7,330,766,4.0,"狭い, 感動, 安全, 楽しい, 退屈","残念, 混雑, 高い, 不便, 騒がしい",Popular Okinawa attraction known for its 狭い atmosphere and 感動 unique experiences.,2025-04-22
Okinawa Attraction 103,沖縄の観光地 103,Various Locations,"Address 103, Okinawa",27.03,128.03,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,Closed on the first Monday of each month,https://www.visitokinawa.jp/,2025-04-22,157509,2023,https://www.visitokinawa.jp/,2025-04-22,,3424,3.7,1494,4.0,604,0,0.0,"期待外れ, 体験, 文化的, 歴史的, 行列","不調, 壊れている, 雨, 不適切, 静か",Popular Okinawa attraction known for its 期待外れ atmosphere and 体験 unique experiences.,2025-04-22
Okinawa Attraction 104,沖縄の観光地 104,Various Locations,"Address 104, Okinawa",27.04,128.04,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,Closed on the first Monday of each month,https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,"Recently opened, no annual data available yet",3287,3.9,1408,4.0,1926,367,3.6,"新鮮, 文化的, 眺め, 最高, 優れた","湿気, 交通, 不満, 退屈, 不安",Popular Okinawa attraction known for its 新鮮 atmosphere and 文化的 unique experiences.,2025-04-22
Okinawa Attraction 105,沖縄の観光地 105,Various Locations,"Address 105, Okinawa",27.05,128.05,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,Closed on public holidays,https://www.visitokinawa.jp/,2025-04-22,404107,2023,https://www.visitokinawa.jp/,2025-04-22,,2618,3.8,917,4.1,407,0,0.0,"感動, 充実, 素敵, 工事中, フレンドリー","壊れている, 汚い, 疲れる, 伝統的, 悪い",Popular Okinawa attraction known for its 感動 atmosphere and 充実 unique experiences.,2025-04-22
Okinawa Attraction 106,沖縄の観光地 106,Various Locations,"Address 106, Okinawa",27.06,128.06,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,9:00 AM - 6:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,Closed during typhoon season (check official website),https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,Information restricted for conservation reasons,1033,3.6,2605,4.1,1971,0,0.0,"素晴らしい, リーズナブル, 混雑, 素敵, フレンドリー","待ち時間, 雨, 癒される, 不便, 高い",Popular Okinawa attraction known for its 素晴らしい atmosphere and リーズナブル unique experiences.,2025-04-22
Okinawa Attraction 107,沖縄の観光地 107,Various Locations,"Address 107, Okinawa",27.07,128.07,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,Closed for maintenance in February,https://www.visitokinawa.jp/,2025-04-22,122577,2023,https://www.visitokinawa.jp/,2025-04-22,,187,3.7,2511,3.6,1387,503,3.7,"素晴らしい, 美しい, 最高, 楽しい, 綺麗","遠い, 騒がしい, リラックス, 虫, 不明瞭",Popular Okinawa attraction known for its 素晴らしい atmosphere and 美しい unique experiences.,2025-04-22
Okinawa Attraction 108,沖縄の観光地 108,Various Locations,"Address 108, Okinawa",27.08,128.08,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,Closed for maintenance in February,https://www.visitokinawa.jp/,2025-04-22,387608,2023,https://www.visitokinawa.jp/,2025-04-22,,3636,4.2,351,3.8,504,0,0.0,"美味しい, 活気, 便利, 綺麗, 閉鎖","危険, 不安, 暑い, 寒い, 面倒",Popular Okinawa attraction known for its 美味しい atmosphere and 活気 unique experiences.,2025-04-22
Okinawa Attraction 109,沖縄の観光地 109,Various Locations,"Address 109, Okinawa",27.09,128.09,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,Open year-round,https://www.visitokinawa.jp/,2025-04-22,451346,2023,https://www.visitokinawa.jp/,2025-04-22,,3346,3.5,2718,4.4,1497,124,3.7,"快適, 自然, 眺め, おすすめ, 良い","リーズナブル, 迷う, 不適切, 不便, 思い出",Popular Okinawa attraction known for its 快適 atmosphere and 自然 unique experiences.,2025-04-22
Okinawa Attraction 110,沖縄の観光地 110,Various Locations,"Address 110, Okinawa",27.1,128.1,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,Closed on Thursdays,https://www.visitokinawa.jp/,2025-04-22,174397,2023,https://www.visitokinawa.jp/,2025-04-22,,4402,3.6,2343,3.6,1797,632,4.3,"贅沢, 美味しい, 混雑, 壊れている, 快適","癒される, 待ち時間, 魅力的, 不便, 疲れる",Popular Okinawa attraction known for its 贅沢 atmosphere and 美味しい unique experiences.,2025-04-22
Okinawa Attraction 111,沖縄の観光地 111,Various Locations,"Address 111, Okinawa",27.11,128.11,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,Closed during typhoon season (check official website),https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,Data not publicly available,257,4.4,210,3.6,516,226,3.3,"美味しい, 静か, 豊か, 歴史的, 不快","高い, 遠い, 面倒, 疲れる, 不満",Popular Okinawa attraction known for its 美味しい atmosphere and 静か unique experiences.,2025-04-22
Okinawa Attraction 112,沖縄の観光地 112,Various Locations,"Address 112, Okinawa",27.12,128.12,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,Closed on the first Monday of each month,https://www.visitokinawa.jp/,2025-04-22,309406,2023,https://www.visitokinawa.jp/,2025-04-22,,3942,4.1,848,4.7,140,0,0.0,"感動, フレンドリー, 快適, 楽しい, 疲れる","待ち時間, 古い, 不満, 疲れる, 虫",Popular Okinawa attraction known for its 感動 atmosphere and フレンドリー unique experiences.,2025-04-22
Okinawa Attraction 113,沖縄の観光地 113,Various Locations,"Address 113, Okinawa",27.13,128.13,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,Closed on Tuesdays,https://www.visitokinawa.jp/,2025-04-22,Unknown,2023,,2025-04-22,Data not publicly available,4310,4.8,711,3.6,380,267,3.6,"混雑, 充実, サービス, 思い出, おすすめ","危険, 混雑, 行列, 不便, 残念",Popular Okinawa attraction known for its 混雑 atmosphere and 充実 unique experiences.,2025-04-22
Okinawa Attraction 114,沖縄の観光地 114,Various Locations,"Address 114, Okinawa",27.14,128.14,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,Closed on Thursdays,https://www.visitokinawa.jp/,2025-04-22,124016,2023,https://www.visitokinawa.jp/,2025-04-22,,3096,3.9,2716,3.7,678,734,4.3,"素敵, 感動, 素晴らしい, 楽しい, 清潔","観光客, 行列, 暑い, 伝統的, 退屈",Popular Okinawa attraction known for its 素敵 atmosphere and 感動 unique experiences.,2025-04-22
